seed_city,seed_country,search_keyword,waqi_uid,aqi,station_name,latitude,longitude
Beijing,China,beijing,13327,171,"丰台小屯, Beijing",,
Beijing,China,beijing,13336,169,"石景山老山, Beijing",,
Beijing,China,beijing,1451,189,Beijing (北京),39.954592,116.468117
Beijing,China,beijing,451,189,"Chaoyang Agricultural Exhibition Hall, Beijing (朝阳农展馆)",39.937,116.461
Beijing,China,beijing,3303,108,"Beijing US Embassy, Beijing (北京美国大使馆)",39.954592,116.468117
Beijing,China,beijing,9774,-,"Beijing Jiaotong University Seaside College, Cangzhou; Beijing Jiaotong University Seaside College, Cangzhou (沧州市北京交通大学海滨学院)",38.385,117.313
Beijing,China,beijing,9724,-,"Beijing Economic Management School Gu'an Campus, Langfang; Beijing Economic Management School Gu'an Campus, Langfang (廊坊市北京经管学校固安校区)",39.46,116.308
Beijing,China,beijing,9723,-,"Beijing Bazhong Gu'an Branch, Langfang; Beijing Bazhong Gu'an Branch, Langfang (廊坊市北京八中固安分校)",39.46,116.28
Beijing,China,beijing,885,157,"Beijing South , Huai'an; Beijing South , Huai'an (淮安北京南路)",33.578039,119.007906
Beijing,China,beijing,465,154,"Pinggu town, Beijing; Pinggu town, Beijing (平谷镇)",40.143,117.1
Beijing,China,beijing,466,159,"Huairou town, Beijing; Huairou town, Beijing (怀柔镇)",40.328,116.628
Beijing,China,beijing,468,154,"Yanqing town, Beijing; Yanqing town, Beijing (延庆镇)",40.453,115.972
Beijing,China,beijing,467,156,"The town of Miyun, Beijing; The town of Miyun, Beijing (密云镇)",40.37,116.832
Beijing,China,beijing,463,160,"Changping Town, Beijing; Changping Town, Beijing (昌平镇)",40.217,116.23
Seoul,South Korea,seoul,4541,99,"Gyenamgongwon, Gyeonggi, South Korea (송내대로(중동) 경기)",,
Seoul,South Korea,seoul,4501,95,"Baekhyeon-dong, Gyeonggi, South Korea (대왕판교로(백현동) 경기)",,
Seoul,South Korea,seoul,4498,95,"Gil-dong, Seoul, South Korea (천호대로 서울)",,
Seoul,South Korea,seoul,11364,76,"Byeolnae-dong, Gyeonggi, South Korea (별내동 경기)",,
Seoul,South Korea,seoul,1708,109,"Anyang, Anyang-si, Gyeonggi, South Korea (안양2동 경기)",,
Seoul,South Korea,seoul,4486,102,"Cheonggyecheon, Seoul, South Korea (청계천로 서울)",37.56865,126.998083
Seoul,South Korea,seoul,1691,87,"Jungnang-gu, Seoul, South Korea (중랑구 서울)",,
Seoul,South Korea,seoul,1689,99,"Jongno-gu, Seoul, South Korea (종로구 서울)",37.572025,127.005028
Seoul,South Korea,seoul,4539,119,"Bupyeongyeok, Incheon, South Korea (부평역 인천)",,
Seoul,South Korea,seoul,3933,76,"Donggu-dong, Guri-si, Gyeonggi, South Korea (동구동 경기)",,
Seoul,South Korea,seoul,1676,87,"Dobong-gu, Seoul, South Korea (도봉구 서울)",,
Seoul,South Korea,seoul,1696,95,"Gyeongan-dong, Gwangju-si, Gyeonggi, South Korea (경안동 경기)",,
Seoul,South Korea,seoul,1679,95,"Mapo-gu, Seoul, South Korea (마포구 서울)",37.55561,126.905457
Seoul,South Korea,seoul,1693,-,"Siksa-dong, Goyang-si, Gyeonggi, South Korea (식사동 경기)",,
Seoul,South Korea,seoul,3942,97,"sangdaewon1-dong, Seongnam-si, Gyeonggi, South Korea (상대원동 경기)",,
Seoul,South Korea,seoul,4496,95,"Sinsa-dong, Seoul, South Korea (도산대로 서울)",37.516083,127.019694
Seoul,South Korea,seoul,1717,122,"Geumchon-dong, Paju-si, Gyeonggi, South Korea (금촌동 경기)",,
Seoul,South Korea,seoul,5508,124,Seoul (서울),37.566535,126.9779692
Seoul,South Korea,seoul,1688,91,"Bulgwang-dong, Eunpyeong-gu, Seoul, South Korea (은평구 서울)",,
Seoul,South Korea,seoul,1700,82,"Geumgok-dong, Namnyangju-si, Gyeonggi, South Korea (금곡동 경기)",,
Seoul,South Korea,seoul,1675,87,"Nowon-gu, Seoul, South Korea (노원구 서울)",,
Seoul,South Korea,seoul,5509,95,Goyang (고양시),,
Seoul,South Korea,seoul,3931,102,"Byeoryang-dong, Gwacheon-si, Gyeonggi, South Korea (별양동 경기)",,
Seoul,South Korea,seoul,5512,99,Seongnam (성남시),,
Seoul,South Korea,seoul,12993,97,"Mokgam-dong, Gyeonggi, South Korea (목감동 경기)",,
Seoul,South Korea,seoul,3975,107,"Wondang, Seo-gu, Incheon, South Korea (원당 인천)",,
Seoul,South Korea,seoul,1807,78,"Uijeongbu, Uijeongbu-si, Gyeonggi, South Korea (의정부동 경기)",,
Seoul,South Korea,seoul,4488,93,"Gangbyeonbukro, Seoul, South Korea (강변북로 서울)",,
Seoul,South Korea,seoul,3939,142,"Nae-dong, Bucheon-si, Gyeonggi, South Korea (내동 경기)",,
Seoul,South Korea,seoul,1699,112,"Gochon-myeon, Gimpo-si, Gyeonggi, South Korea (고촌읍 경기)",,
Seoul,South Korea,seoul,5514,127,Siheung (신흥시),,
Seoul,South Korea,seoul,1725,124,"Gojan, Namdong-gu, Incheon, South Korea (고잔 인천)",,
Seoul,South Korea,seoul,13536,122,"Seohaean-ro, Gyeonggi, South Korea (서해안로 경기)",,
Seoul,South Korea,seoul,4502,99,"Moranyeok, Gyeonggi, South Korea (성남대로(모란역) 경기)",,
Seoul,South Korea,seoul,5516,102,Anyang-si (안양시),,
Seoul,South Korea,seoul,1683,109,"Seongbuk-gu, Seoul, South Korea (성북구 서울)",37.606667,127.027264
Seoul,South Korea,seoul,1680,97,"Seodaemun-gu, Seoul, South Korea (서대문구 서울)",37.593749,126.949534
Seoul,South Korea,seoul,3953,93,"Bugok-dong, Ansan-si, Gyeonggi, South Korea (부곡동1 경기)",,
Seoul,South Korea,seoul,1670,104,"Gangseo-gu, Seoul, South Korea (강서구 서울)",,
Seoul,South Korea,seoul,4538,109,"Seokbawi, Incheon, South Korea (석바위 인천)",,
Seoul,South Korea,seoul,13534,112,"Jinjeop-eup, Gyeonggi, South Korea (진접읍 경기)",,
Seoul,South Korea,seoul,3963,104,"Suji, Yongin-si, Gyeonggi, South Korea (수지 경기)",,
Seoul,South Korea,seoul,1681,109,"Seocho-gu, Seoul, South Korea (서초구 서울)",37.504547,126.994611
Seoul,South Korea,seoul,13551,109,"Seochang, Incheon, South Korea (서창 인천)",,
Seoul,South Korea,seoul,1729,112,"Dongchun, Yeonsu-gu, Incheon, South Korea (동춘 인천)",,
Seoul,South Korea,seoul,1695,95,"Sohadong, Gwangmyeong-si, Gyeonggi, South Korea (소하동 경기)",,
Seoul,South Korea,seoul,4503,104,"Jungangro1, Gyeonggi, South Korea (중앙대로(고잔동) 경기)",,
Seoul,South Korea,seoul,12552,97,"Samsan, Incheon, South Korea (삼산 인천)",,
Seoul,South Korea,seoul,3951,127,"Daeya-dong, Siheung-si, Gyeonggi, South Korea (대야동 경기)",,
Seoul,South Korea,seoul,5517,114,Incheon (인천),,
Seoul,South Korea,seoul,4504,95,"Maduyeok, Gyeonggi, South Korea (백마로(마두역) 경기)",,
Seoul,South Korea,seoul,1671,91,"Gwanak-gu, Seoul, South Korea (관악구 서울)",,
Seoul,South Korea,seoul,1682,104,"Seongdong-gu, Seoul, South Korea (성동구 서울)",37.542036,127.049685
Seoul,South Korea,seoul,3950,114,"Jeongwang-dong, Siheung-si, Gyeonggi, South Korea (정왕동 경기)",,
Seoul,South Korea,seoul,1705,129,"Sihwa, Siheung-si, Gyeonggi, South Korea (시화산단 경기)",,
Seoul,South Korea,seoul,1686,95,"Yeongdeungpo-gu, Seoul, South Korea (영등포구 서울)",37.525007,126.89737
Seoul,South Korea,seoul,11343,119,"Juyeop-dong, Gyeonggi, South Korea (주엽동 경기)",,
Seoul,South Korea,seoul,1715,85,"Gocheon-dong, Uiwang-si, Gyeonggi, South Korea (고천동 경기)",,
Seoul,South Korea,seoul,3964,97,"Bugok, Uiwang-si, Gyeonggi, South Korea (부곡3동 경기)",,
Seoul,South Korea,seoul,4490,93,"Cheongryang-ri, Seoul, South Korea (홍릉로 서울)",,
Seoul,South Korea,seoul,8500,97,"Yeongdeungpo-ro, Seoul, South Korea (영등포로 서울)",37.520222,126.904967
Seoul,South Korea,seoul,1703,42,"Sunae-dong, Seongnam-si, Gyeonggi, South Korea (수내동 경기)",,
Seoul,South Korea,seoul,4495,124,"Dongjakdaero Jungangcharo, Seoul, South Korea (동작대로 중앙차로 서울)",37.492107,126.983245
Seoul,South Korea,seoul,3932,99,"Cheolsan-dong, Gwangmyeong-si, Gyeonggi, South Korea (철산동 경기)",,
Seoul,South Korea,seoul,1685,102,"Yangcheon-gu, Seoul, South Korea (양천구 서울)",,
Seoul,South Korea,seoul,12994,95,"Opo-eup, Gyeonggi, South Korea (오포1동 경기)",,
Seoul,South Korea,seoul,1677,91,"Dongdaemun-gu, Seoul, South Korea (동대문구 서울)",,
Seoul,South Korea,seoul,5515,89,Ansan (안산시),,
Seoul,South Korea,seoul,4499,104,"Taereung, Seoul, South Korea (화랑로 서울)",,
Seoul,South Korea,seoul,11889,129,"Mohyeon-eup, Gyeonggi, South Korea (모현읍 경기)",,
Seoul,South Korea,seoul,3934,87,"Dang-dong, Gunpo-si, Gyeonggi, South Korea (당동 경기)",,
Seoul,South Korea,seoul,1694,93,"Gwacheon-dong, Gwacheon-si, Gyeonggi, South Korea (과천동 경기)",,
Seoul,South Korea,seoul,4487,102,"Jongro, Seoul, South Korea (종로 서울)",37.570633,126.996783
Seoul,South Korea,seoul,14887,112,"Hyoseong, Incheon, South Korea (효성 인천)",,
Seoul,South Korea,seoul,13535,87,"Misa, Gyeonggi, South Korea (미사 경기)",,
Seoul,South Korea,seoul,1668,99,"Gangdong-gu, Seoul, South Korea (강동구 서울)",,
Seoul,South Korea,seoul,1667,112,"Gangnam-gu, Seoul, South Korea (강남구 서울)",37.5175623,127.0472893
Seoul,South Korea,seoul,3965,78,"Uijeongbu, Uijeongbu-si, Gyeonggi, South Korea (의정부1동 경기)",,
Seoul,South Korea,seoul,3940,99,"Jeongja, Seongnam-si, Gyeonggi, South Korea (정자동 경기)",,
Seoul,South Korea,seoul,1678,93,"Dongjak-gu, Seoul, South Korea (동작구 서울)",37.480989,126.971547
Seoul,South Korea,seoul,1673,93,"Guro-gu, Seoul, South Korea (구로구 서울)",,
Seoul,South Korea,seoul,1709,76,"Onam-eup, Yangju-si, Gyeonggi, South Korea (오남읍 경기)",,
Seoul,South Korea,seoul,3961,80,"Gwangjeok-myeon, Yangju-si, Gyeonggi, South Korea (백석읍 경기)",,
Seoul,South Korea,seoul,13538,91,"Wabu-eup, Gyeonggi, South Korea (와부읍 경기)",,
Seoul,South Korea,seoul,12990,95,"Gyeongchun-ro, Gyeonggi, South Korea (경춘로 경기)",,
Seoul,South Korea,seoul,1674,109,"Geumcheon-gu, Seoul, South Korea (금천구 서울)",,
Seoul,South Korea,seoul,4493,107,"Gonghangro, Seoul, South Korea (공항대로 서울)",,
Seoul,South Korea,seoul,1687,122,"Yongsan-gu, Seoul, South Korea (용산구 서울)",37.540314,127.005083
Seoul,South Korea,seoul,3972,99,"Nonhyeon, Namdong-gu, Incheon, South Korea (논현 인천)",,
Seoul,South Korea,seoul,1702,99,"Wonjong-dong, Bucheon-si, Gyeonggi, South Korea (오정동 경기)",,
Seoul,South Korea,seoul,3943,87,"Sangdaewon-dong, Seongnam-si, Gyeonggi, South Korea (운중동 경기)",,
Seoul,South Korea,seoul,3938,99,"Simgok-dong, Bucheon-si, Gyeonggi, South Korea (소사본동 경기)",,
Seoul,South Korea,seoul,1723,91,"Gyesan, Gyeyang-gu, Incheon, South Korea (계산 인천)",,
Seoul,South Korea,seoul,3936,134,"Sau-dong, Gimpo-si, Gyeonggi, South Korea (사우동 경기)",,
Seoul,South Korea,seoul,1698,89,"Sanbon-dong, Gunpo-si, Gyeonggi, South Korea (산본동 경기)",,
Seoul,South Korea,seoul,3958,109,"Anyang-6dong, Anyang-si, Gyeonggi, South Korea (안양8동 경기)",,
Seoul,South Korea,seoul,13958,104,"Baegot-dong, Gyeonggi, South Korea (배곧동 경기)",,
Seoul,South Korea,seoul,1727,78,"Bupyeong, Bupyeong-gu, Incheon, South Korea (부평 인천)",,
Seoul,South Korea,seoul,3930,107,"Haengsin-dong, Goyang-si, Gyeonggi, South Korea (행신동 경기)",,
Seoul,South Korea,seoul,4485,95,"Seouryeok, Seoul, South Korea (한강대로 서울)",37.549389,126.971519
Seoul,South Korea,seoul,3966,147,", Paju-si, Gyeonggi, South Korea (운정 경기)",,
Seoul,South Korea,seoul,3941,95,"Dandae-dong, Seongnam-si, Gyeonggi, South Korea (단대동 경기)",,
Seoul,South Korea,seoul,3937,72,"Sang, Bucheon-si, Gyeonggi, South Korea (중2동 경기)",,
Seoul,South Korea,seoul,5511,99,Bucheon (인천시),,
Seoul,South Korea,seoul,9543,93,"Goyang-si Sinwon-dong, Gyeonggi, South Korea (신원동 경기)",,
Seoul,South Korea,seoul,3944,91,"Bokjeong-dong, Seongnam-si, Gyeonggi, South Korea (복정동 경기)",,
Seoul,South Korea,seoul,1720,74,"Sinjang-dong, Hanam-si, Gyeonggi, South Korea (신장동 경기)",,
Seoul,South Korea,seoul,1697,78,"Gyomun-dong, Guri-si, Gyeonggi, South Korea (교문동 경기)",,
Seoul,South Korea,seoul,4492,95,"Sinchon, Seoul, South Korea (신촌 서울)",37.554936,126.937619
Seoul,South Korea,seoul,10459,80,"Go-eup, Gyeonggi, South Korea (고읍 경기)",,
Seoul,South Korea,seoul,1672,89,"Gwangjin-gu, Seoul, South Korea (광진구 서울)",,
Seoul,South Korea,seoul,11359,107,"Siheung-daero, Seoul, South Korea (시흥대로 서울)",,
Seoul,South Korea,seoul,13537,72,"Songsan3-dong, Gyeonggi, South Korea (송산3동 경기)",,
Seoul,South Korea,seoul,3960,122,"Hogye-dong, Anyang-si, Gyeonggi, South Korea (호계동 경기)",,
Seoul,South Korea,seoul,1706,107,"Wongok, Ansan-si, Gyeonggi, South Korea (원곡동 경기)",,
Seoul,South Korea,seoul,1669,87,"Gangbuk-gu, Seoul, South Korea (강북구 서울)",,
Seoul,South Korea,seoul,4497,107,"Yangjaejungangcharo, Seoul, South Korea (강남대로 서울)",37.482867,127.035621
Seoul,South Korea,seoul,12999,134,"Nam-dong, Incheon, South Korea (남동 인천)",,
Seoul,South Korea,seoul,3971,114,"Guwol, Namdong-gu, Incheon, South Korea (구월동 인천)",,
Seoul,South Korea,seoul,1684,129,"Songpa-gu, Seoul, South Korea (송파구 서울)",,
Seoul,South Korea,seoul,1690,107,"Jung-gu, Seoul, South Korea (중구 서울)",37.564639,126.975961
Seoul,South Korea,seoul,8499,95,"Sinchon-ro, Seoul, South Korea (신촌로 서울)",37.554936,126.937619
Jakarta,Indonesia,jakarta,13653,58,"jokjakarta; Sleman, Indonesia",-7.731,110.354
Bangkok,Thailand,bangkok,1857,79,"Chulalongkorn Hospital, Bangkok, Thailand (โรงพยาบาลจุฬาลงกรณ์)",13.729852,100.536501
Bangkok,Thailand,bangkok,1834,70,"Thai Meteorological Department Bangna,Bangkok, Thailand (กรมอุตุนิยมวิทยา (บางนา))",,
Bangkok,Thailand,bangkok,1840,57,"South Bangkok Power Plant, Samut Prakan, Thailand; South Bangkok Power Plant, Samut Prakan, Thailand (โรงไฟฟ้าพระนครใต้)",13.618,100.5562
Bangkok,Thailand,bangkok,1842,91,"City Hall, Samut Prakan, Thailand (ศาลากลางจังหวัดสมุทรปราการ)",,
Bangkok,Thailand,bangkok,1861,80,"National Housing Authority Dindaeng, Bangkok, Thailand (การเคหะชุมชนดินแดง)",13.76251667,100.5502
Bangkok,Thailand,bangkok,1814,79,"Highway District, Samut Sakhon, Thailand (แขวงการทางสมุทรสาคร)",,
Bangkok,Thailand,bangkok,1841,69,"Residence for Dept. of Primary Industries and Mines, Samut Prakan, Thailand (บ้านพักกรมอุตสาหกรรมพื้นฐานและการเหมืองแร่)",,
Bangkok,Thailand,bangkok,1816,73,"Sukhothai Thammathirat Open University, Nonthaburi, Thailand (มหาวิทยาลัยสุโขทัยธรรมาธิราช)",,
Bangkok,Thailand,bangkok,1859,76,"Thonburi Power Sub-Station, Bangkok, Thailand (โรงไฟฟ้าย่อย ธนบุรี)",13.727622,100.486568
Bangkok,Thailand,bangkok,5773,76,Bangkok,13.7563309,100.5017651
Bangkok,Thailand,bangkok,1813,70,"Nonsi Witthaya School, Bangkok, Thailand (โรงเรียนนนทรีวิทยา)",13.70806667,100.5473333
Bangkok,Thailand,bangkok,1864,61,"Bodindecha Sing Singhaseni School, Bangkok, Thailand (โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี))",,
Bangkok,Thailand,bangkok,1836,72,"Prabadang Rehabiltation Center, Samut Prakan, Thailand (ศูนย์ฟื้นฟูอาชีพคนพิการและทุพลภาพ สมุทรปราการ)",,
Bangkok,Thailand,bangkok,1812,71,"Bansomdejchaopraya Rajabhat University, Bangkok, Thailand (มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา)",13.732846,100.487662
Bangkok,Thailand,bangkok,1838,59,"EGAT, Nonthaburi, Thailand (การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (กฟผ.))",13.8069333,100.5355167
Bangkok,Thailand,bangkok,1843,71,"National Housing Authority Bangplee, Samut Prakan, Thailand (การเคหะชุมชนบางพลี)",,
Bangkok,Thailand,bangkok,1860,54,"Chokchai Police Station, Bangkok, Thailand; Chokchai Police Station, Bangkok, Thailand (สถานีตำรวจนครบาลโชคชัย)",13.7954248,100.5930298
Bangkok,Thailand,bangkok,1862,62,"Public Relations Department, Bangkok, Thailand (กรมประชาสัมพันธ์)",13.783185,100.540489
Bangkok,Thailand,bangkok,12758,72,"The Bhubing Palace Doi Buak Ha, Thailand (พระตำหนักภูพิงคราชนิเวศน์)",,
Bangkok,Thailand,bangkok,1833,75,"Ratburana Post Office, Bangkok, Thailand; Ratburana Post Office, Bangkok, Thailand (ไปรษณีย์ราษฏร์บูรณะ)",13.636514,100.414262
Bangkok,Thailand,bangkok,6814,68,"Provincial Administrative Organization, Samut Sakhon, Thailand (องค์การบริหารส่วนจังหวัดสมุทรสาคร)",,
Bangkok,Thailand,bangkok,1837,-,"National Housing Authority Huaykwang, Bangkok, Thailand (การเคหะชุมชนห้วยขวาง)",13.77553,100.569195
Bangkok,Thailand,bangkok,11207,-,"Saphan Khwai, BKK, Thailand (กรีนพีซประเทศไทย กรุงเทพฯ)",13.788519,100.547067
Bangkok,Thailand,bangkok,1856,-,"Department of Land Transport, Bangkok, Thailand (กรมการขนส่งทางบก)",13.797855,100.551338
Bangkok,Thailand,bangkok,1835,-,"Chandrakasem Rajabhat University, Bangkok, Thailand (มหาวิทยาลัยราชภัฏจันทรเกษม)",13.819954734562,100.57590480014
Bangkok,Thailand,bangkok,1839,-,"Mathayomwatsing School, Bangkok, Thailand (โรงเรียนมัธยมวัดสิงห์ (สิงหราชพิทยาคม))",13.684229480854,100.44598735492
Bangkok,Thailand,bangkok,11381,-,"The Thailand Research Fund (TRF), Thailand (สำนักงานคณะกรรมการส่งเสริมวิทยาศาสตร์ วิจัยและนวัตกรรม (สกสว.))",13.771031,100.540961
Bangkok,Thailand,bangkok,11556,-,"Hospital for Tropical Disease, BKK, Thailand (รพ. เวชศาสตร์เขตร้อน กรุงเทพฯ)",13.7657804,100.5333703
Bangkok,Thailand,bangkok,11377,-,"รพ.เวชศาสตร์เขตร้อน Hospital for Tropical Disease, Thailand (รพ. เวชศาสตร์เขตร้อน)",13.7657804,100.5333703
Bangkok,Thailand,bangkok,11380,-,"Rama IV Expressway (FES), Thailand (ด่านพระราม ๔)",13.722733,100.552776
Bangkok,Thailand,bangkok,4693,82,"Bangkok University Rangsit Campus, Pathum Thani, Thailand; Bangkok University Rangsit Campus, Pathum Thani, Thailand (มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต)",14.03742,100.605216
Dubai,United Arab Emirates,dubai,9974,68,"Dubai US Embassy, UAE",25.25848,55.309166
Dubai,United Arab Emirates,dubai,8033,-,"Dubai Shk. Mohd. Bin Zayed Road, UAE",25.05773,55.27089
Dubai,United Arab Emirates,dubai,8032,-,"Dubai Emirates Hills, UAE",25.07435,55.159542
Dubai,United Arab Emirates,dubai,8370,-,"Dubai Hatta, UAE",24.817594,56.131834
Dubai,United Arab Emirates,dubai,8369,-,"Dubai Dubai Airport, UAE",25.247264,55.386303
Dubai,United Arab Emirates,dubai,8029,-,"Dubai Deira Union Square, UAE",25.26756,55.313135
Dubai,United Arab Emirates,dubai,8031,-,"Dubai Zabeel Park, UAE",25.23627,55.298573
Dubai,United Arab Emirates,dubai,8368,-,"Dubai Jebel Ali Free Zone, UAE",25.007709,55.084386
Dubai,United Arab Emirates,dubai,8030,-,"Dubai Mushrif Park, UAE",25.219969,55.45706
Dubai,United Arab Emirates,dubai,13274,32,"ricardusbaia; CBD RBCAA-NAQI, King Cetshwayo, South Africa",-28.7447,32.049242
Dubai,United Arab Emirates,dubai,13273,0,"ricardusbaia; Brackenham - RBCAA, King Cetshwayo, South Africa",-28.787027,32.021848
Dubai,United Arab Emirates,dubai,11579,-,"ricardusbaia; Arboretum – Water Facility, King Cetshwayo, South Africa",-28.761003,32.07862
Dubai,United Arab Emirates,dubai,6242,-,"ricardusbaia; CBD, RichardsBay, South Africa",-28.756224,32.049242
Dubai,United Arab Emirates,dubai,6241,-,"ricardusbaia; Brackenham, RichardsBay, South Africa",-28.731297,32.038988
Dubai,United Arab Emirates,dubai,11580,-,"ricardusbaia; Brackenham - uMhlathuze, King Cetshwayo, South Africa",-28.729307,32.035901
Cairo,Egypt,cairo,13842,-,"Cairo US Embassy, Egypt",30.0412457,31.2332942
Cairo,Egypt,cairo,9424,-,"V.Cairoli, Udine, Friuli Venezia Giulia, Italy",46.06611716,13.2406876
Johannesburg,South Africa,johannesburg,13282,21,"Ivory Park, City of Johannesburg, South Africa",-25.992923,28.203952
Johannesburg,South Africa,johannesburg,10754,17,"Kliprivier, City of Johannesburg, South Africa",,
Johannesburg,South Africa,johannesburg,10784,3,"Jabavu, Johannesburg Metro, South Africa; Jabavu-NAQI, City of Johannesburg, South Africa",-26.252611,27.872139
Johannesburg,South Africa,johannesburg,12572,29,"Alexandra, City of Johannesburg, South Africa; Alexandra-NAQI, City of Johannesburg, South Africa",-26.107035,28.110264
Johannesburg,South Africa,johannesburg,12570,26,"Buccleugh, City of Johannesburg, South Africa; Buccleugh-NAQI, City of Johannesburg, South Africa",-26.045,28.098889
Johannesburg,South Africa,johannesburg,14860,25,"Davidsonville, City of Johannesburg, South Africa",,
Johannesburg,South Africa,johannesburg,10752,-,"Diepkloof, Johannesburg Metro, South Africa; Diepkloof-NAQI, City of Johannesburg, South Africa",-26.250733,27.9564167
Johannesburg,South Africa,johannesburg,11833,21,"Orange Farm, Johannesburg Metro, South Africa; Orange Farm, City of Johannesburg, South Africa",-26.479639,27.867111
Johannesburg,South Africa,johannesburg,11672,25,"Diepsloot, City of Johannesburg, South Africa",-25.921853,28.018873
Santiago,Chile,santiago,437,59,"Talagante, Chile",,
Santiago,Chile,santiago,14731,34,"Cerrillos II, Chile",-33.495361139755,-70.704821317871
Santiago,Chile,santiago,438,26,"Quilicura, Chile",,
Santiago,Chile,santiago,421,46,"La Florida, Chile",-33.516630362266,-70.588123961971
Santiago,Chile,santiago,431,30,"Parque O'Higgins, Chile",-33.464142,-70.660797
Santiago,Chile,santiago,432,38,"Pudahuel, Chile",,
Santiago,Chile,santiago,435,63,"Cerro Navia, Chile",-33.433089610143,-70.732147868717
Santiago,Chile,santiago,436,36,"Puente Alto, Chile",,
Santiago,Chile,santiago,433,-,"Cerrillos, Chile",-33.495821530652,-70.704282224178
Santiago,Chile,santiago,429,-,"Independencia, Chile",-33.422301,-70.651162
Santiago,Chile,santiago,13304,61,"santiago; Centro de Salud, Apizaco, Tlaxcala, Mexico",19.409853333333,-98.150011111111
Santiago,Chile,santiago,9161,74,"santiago; Tulancingo, Hidalgo, Mexico",20.08525,-98.366638888889
Santiago,Chile,santiago,5760,71,"Campus, Santiago, Galicia, Spain",42.876000000122,-8.5590999995625
Santiago,Chile,santiago,5761,65,"San Caetano, Santiago, Galicia, Spain",42.88779999977,-8.5310999999416
Santiago,Chile,santiago,10515,15,"Santiago do Cacém, Santiago do Cacém, Portugal",38.020000000072,-8.6975000002291
Santiago,Chile,santiago,10516,11,"Sonega, Santiago do Cacém, Portugal",37.87111100027,-8.7238889998469
Santiago,Chile,santiago,10514,5,"Monte Velho, Santiago do Cacém, Portugal",38.07694400006,-8.7986109999273
Santiago,Chile,santiago,382,81,"Villa Maria Del Triunfo, Lima, Peru",-12.16639,-76.92
Santiago,Chile,santiago,379,74,"San Borja, Lima, Peru",-12.10859,-77.00769
Santiago,Chile,santiago,380,72,"Campo De Marte, Lima, Peru",-12.07054,-77.04322
Santiago,Chile,santiago,8780,-,"US Embassy, Lima, Peru",-12.1052081,-76.9709299
Santiago,Chile,santiago,5866,47,"Cuautitlán, México, Mexico",19.722186,-99.198602
Sao Paulo,Brazil,sao paulo,367,19,"S.André-Capuava, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,370,65,"Santo Amaro, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,369,59,"Santana, São Paulo, Brazil",-23.505992722,-46.6289603
Sao Paulo,Brazil,sao paulo,7971,25,"S.Bernardo-Centro, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,355,50,"Mooca, São Paulo, Brazil",-23.549734045,-46.600416645
Sao Paulo,Brazil,sao paulo,335,42,"Carapicuíba, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,362,50,"Pinheiros, São Paulo, Brazil",-23.561459895,-46.702016508
Sao Paulo,Brazil,sao paulo,347,55,"Itaim Paulista, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,10702,16,"Pico do Jaraguá, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,344,46,"Ibirapuera, São Paulo, Brazil",-23.59184199,-46.660687503
Sao Paulo,Brazil,sao paulo,3578,59,"Cid.Universitária-USP-Ipen, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,334,12,"Capão Redondo, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,348,-,"Itaquera, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,343,42,"Guarulhos-Paço Municipal, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,8513,38,"Guarulhos-Pimentas, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,354,-,"Mauá, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,337,50,"Cerqueira César, São Paulo, Brazil",-23.553542562,-46.672704769
Sao Paulo,Brazil,sao paulo,359,28,"Parque D.Pedro II, São Paulo, Brazil",-23.544845659,-46.627675592
Sao Paulo,Brazil,sao paulo,358,42,"Parelheiros, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,342,32,"Diadema, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,345,55,"Interlagos, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,377,53,"Taboão da Serra, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,352,24,"Marg.Tietê-Ponte dos Remédios, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,356,63,"Nossa Senhora do Ó, São Paulo, Brazil",-23.480098706,-46.692051922
Sao Paulo,Brazil,sao paulo,12576,29,"Perus, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,357,34,"Osasco, São Paulo, Brazil",,
Sao Paulo,Brazil,sao paulo,338,55,"Congonhas, São Paulo, Brazil",-23.616320079,-46.663465527
Sao Paulo,Brazil,sao paulo,14720,-,"US Embassy, Sao Paulo, Brazil",-23.629158,-46.69656
