station_key,station_name,waqi_uid,latitude,longitude,seed_city,seed_country,source,last_updated
lhospitaletdellobregatcatalunyaspain,"l'Hospitalet de Llobregat, Catalunya, Spain",6681,41.370504107909,2.114973081733,Barcelona,ES,waqi_search,2026-03-25T18:32:47.672590
lillefivesnordpasdecalaisfrance,"Lille Fives, Nord-Pas-de-Calais, France",6260,50.62804999999971,3.0903137581845357,Lille,FR,waqi_search,2026-03-25T18:32:29.962098
lillehammerbarnehagelillehammernorway,"Lillehammer barnehage, Lillehammer, Norway",2644,61.12087,10.46563,Lille,FR,waqi_search,2026-03-25T18:32:29.962098
lilleleedsnordpasdecalaisfrance,"Lille Leeds, Nord-Pas-de-Calais, France",10084,50.640794444443976,3.074772222222191,Lille,FR,waqi_search,2026-03-25T18:32:29.962098
lingottotorinopiemonteitaly,"Lingotto, Torino, Piemonte, Italy",9360,45.0314278,7.6517438,Turin,IT,waqi_search,2026-03-25T18:32:38.891652
london,London,5724,51.5073509,-0.1277583,London,GB,waqi_search,2026-03-25T18:32:56.440719
londonbloomsburyunitedkingdom,"London Bloomsbury, United Kingdom",3189,51.52229,-0.125889,London,GB,waqi_search,2026-03-25T18:32:56.441767
londonmaryleboneroadunitedkingdom,"London Marylebone Road, United Kingdom",3193,51.52253,-0.154611,London,GB,waqi_search,2026-03-25T18:32:56.441767
londonnkensingtonunitedkingdom,"London N. Kensington, United Kingdom",3194,51.52105,-0.213492,London,GB,waqi_search,2026-03-25T18:32:56.441767
londonwestminsterunitedkingdom,"London Westminster, United Kingdom",10874,51.49467,-0.131931,London,GB,waqi_search,2026-03-25T18:32:56.441767
lothstraemunchengermany,"Lothstraße, München, Germany",6043,48.1542256,11.5537444,Munich,DE,waqi_search,2026-03-25T18:32:14.506121
lyoncentrefrance,"Lyon Centre, France",3028,45.75779318439,4.854217317644,Lyon,FR,waqi_search,2026-03-25T18:32:25.327764
lyongerlandfrance,"Lyon Gerland, France",3029,45.735351083786,4.829801108221,Lyon,FR,waqi_search,2026-03-25T18:32:25.327764
lyonperipheriquefrance,"Lyon Peripherique, France",7744,45.7747254,4.8986121,Lyon,FR,waqi_search,2026-03-25T18:32:25.327764
lyontraficjaursfrance,"Lyon Trafic Jaurès, France",10050,45.74972628,4.84439392,Lyon,FR,waqi_search,2026-03-25T18:32:25.327764
lyontunnelcroixroussesortierhonefrance,"Lyon - Tunnel Croix-Rousse - Sortie Rhone, France",3027,45.772507,4.836879,Lyon,FR,waqi_search,2026-03-25T18:32:25.327764
madrid,Madrid,5725,40.4167754,-3.7037902,Madrid,ES,waqi_search,2026-03-25T18:32:45.435092
manchestermsicmathscienceinnovationcenterrichmondusa,"manchester; MSIC (MathScience Innovation Center), Richmond, USA",5357,37.55652,-77.40027,Manchester,GB,waqi_search,2026-03-25T18:32:58.619153
manchesteroxfordroadunitedkingdom,"Manchester Oxford Road, United Kingdom",9047,53.471802,-2.237572,Manchester,GB,waqi_search,2026-03-25T18:32:58.619153
manchesterpiccadillyunitedkingdom,"Manchester Piccadilly, United Kingdom",3196,53.48152,-2.237881,Manchester,GB,waqi_search,2026-03-25T18:32:58.619153
manchestersouthso2unitedkingdom,"Manchester South SO2, United Kingdom",9081,53.368889,-2.243333,Manchester,GB,waqi_search,2026-03-25T18:32:58.619153
marcqenbaroeulnordpasdecalaisfrance,"Marcq-en-Baroeul, Nord-Pas-de-Calais, France",8613,50.67003055555521,3.0765610522280102,Lille,FR,waqi_search,2026-03-25T18:32:29.962098
mariendorfmariendorferdammberlingermany,"Mariendorf, Mariendorfer Damm, Berlin, Germany",10040,52.438115,13.38772,Berlin,DE,waqi_search,2026-03-25T18:32:12.272158
marseille5avenuespacafrance,"Marseille 5 Avenues, PACA, France",6882,43.305287,5.394716,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
marseillel2benaussepacafrance,"Marseille_L2_Benausse, PACA, France",11229,43.32979,5.39758,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
marseillel2timonepacafrance,"Marseille_L2_Timone, PACA, France",10548,43.28778,5.40056,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
marseilleplaceverneuilpacafrance,"Marseille_PlaceVerneuil, PACA, France",14082,43.30885,5.36788,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
marseillerabataupacafrance,"Marseille Rabatau, PACA, France",6883,43.276451,5.39736,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
marseillestlouispacafrance,"Marseille St Louis, PACA, France",6884,43.348048,5.360119,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
marszakowskawarszawamazowieckiepoland,"Marszałkowska, Warszawa, Mazowieckie, Poland",3399,52.225171,21.014783,Warsaw,PL,waqi_search,2026-03-25T18:33:07.337653
maxbraueralleeiihamburggermany,"Max-Brauer-Allee II, Hamburg, Germany",10835,53.555726,9.943065,Hamburg,DE,waqi_search,2026-03-25T18:32:16.664799
mazarredobilbaopasvascospain,"Mazarredo, Bilbao, País Vasco, Spain",6732,43.267499999946,-2.9352000002119,Bilbao,ES,waqi_search,2026-03-25T18:32:54.250654
mdiazharobilbaopasvascospain,"Mª Diaz Haro, Bilbao, País Vasco, Spain",8651,43.258830000142,-2.9456500004024,Bilbao,ES,waqi_search,2026-03-25T18:32:54.250654
mendezalvaromadridspain,"Mendez Alvaro, Madrid, Spain",3230,40.398055550188,-3.6866666598586,Madrid,ES,waqi_search,2026-03-25T18:32:45.435092
milandadeebeulomirandadeebroiburgosspain,"milandadeebeulo; Miranda de Ebro I, Burgos, Spain",11808,42.684444439738,-2.9175000000954,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
milandadeebeulomirandadeebroiiburgosspain,"milandadeebeulo; Miranda de Ebro II, Burgos, Spain",10803,42.688055550005,-2.9405555502216,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
milaneastsyracusenewyorkusa,"milan; East Syracuse, New York, USA",11437,43.052351,-76.059185,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
milanopascalcittstudilombardiaitaly,"Milano Pascal Città Studi, Lombardia, Italy",9132,45.478347,9.231667,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
milanosenatolombardiaitaly,"Milano Senato, Lombardia, Italy",9118,45.470501,9.19746075,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
mladostsofiabulgaria,"Mladost, Sofia, Bulgaria (Младост, Столична)",10090,42.6413301,23.373074,Sofia,BG,waqi_search,2026-03-25T18:33:33.789509
mobil2turkey,"Mobil 2, Turkey",14843,41.051663093475156,28.867944221876538,Istanbul,TR,waqi_search,2026-03-25T18:32:01.189315
moldelsolvalnciavalenciaspain,"Molí del Sol, València, Valencia, Spain",6638,39.481100000079,-0.4083000000818,Valencia,ES,waqi_search,2026-03-25T18:32:49.853867
montcadaireixaccansantjoancatalunyaspain,"Montcada i Reixac (Can Sant Joan), Catalunya, Spain",6674,41.469800554828,2.1842334883793,Barcelona,ES,waqi_search,2026-03-25T18:32:47.672590
monzamachiavellilombardiaitaly,"Monza Machiavelli, Lombardia, Italy",9128,45.574117,9.263808,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
munich,Munich,6037,48.1351253,11.5819806,Munich,DE,waqi_search,2026-03-25T18:32:14.506121
muratpasaturkey,"Muratpaşa, Turkey",14801,36.89235541945547,30.733422748542896,Antalya,TR,waqi_search,2026-03-25T18:32:09.995501
museonazionalenapolicampaniaitaly,"Museo Nazionale, Napoli, Campania, Italy",10933,40.85419,14.25133,Naples,IT,waqi_search,2026-03-25T18:32:41.048502
nadezhdasofiabulgariaaea,"Nadezhda, Sofia, Bulgaria (Нaдeждa, Столична)",8088,42.7325,23.298611,Sofia,BG,waqi_search,2026-03-25T18:33:33.789509
nationalhousingauthoritydindaengbangkokthailand,"National Housing Authority Dindaeng, Bangkok, Thailand (การเคหะชุมชนดินแดง)",1861,13.76251667,100.5502,Bangkok,TH,waqi_search,2026-03-25T18:33:44.769409
neukollnnansenstraeberlingermany,"Neukölln-Nansenstraße, Berlin, Germany",10032,52.489451,13.430844,Berlin,DE,waqi_search,2026-03-25T18:32:12.272158
neukollnsilbersteinstrberlingermany,"Neukölln-Silbersteinstr., Berlin, Germany",10036,52.467534,13.441654,Berlin,DE,waqi_search,2026-03-25T18:32:12.272158
nobhamalabamausa,"No. Bham, Alabama, USA",7320,33.5531,-86.815,Birmingham,GB,waqi_search,2026-03-25T18:33:00.822766
nonsiwitthayaschoolbangkokthailand,"Nonsi Witthaya School, Bangkok, Thailand (โรงเรียนนนทรีวิทยา)",1813,13.70806667,100.5473333,Bangkok,TH,waqi_search,2026-03-25T18:33:44.769409
oostsidelingea13rotterdam,"Oost Sidelinge A13, Rotterdam",5294,51.93858,4.4307,Rotterdam,NL,waqi_search,2026-03-25T18:33:16.084971
ospedalesantobononapolicampaniaitaly,"Ospedale Santobono, Napoli, Campania, Italy",10941,40.84936,14.23111,Naples,IT,waqi_search,2026-03-25T18:32:41.048502
osservatorioastronomiconapolicampaniaitaly,"Osservatorio Astronomico, Napoli, Campania, Italy",10942,40.86369,14.25451,Naples,IT,waqi_search,2026-03-25T18:32:41.048502
paris,Paris,5722,48.856614,2.3522219,Paris,FR,waqi_search,2026-03-25T18:32:23.151014
paris18emeparis,"Paris 18eme, Paris",3082,48.8917,2.34563,Paris,FR,waqi_search,2026-03-25T18:32:23.151014
paris1erleshallesparis,"Paris 1er Les Halles, Paris",12763,48.8621,2.34462,Paris,FR,waqi_search,2026-03-25T18:32:23.151014
pavlovosofiabulgaria,"Pavlovo, Sofia, Bulgaria (Павлово, Столична)",8086,42.6656601,23.2702013,Sofia,BG,waqi_search,2026-03-25T18:33:33.789509
pha10vrsovicepragueczechrepublic,"Pha10-Vrsovice, Prague, Czech Republic",2708,50.06643,14.446152,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
pha2legerovapragueczechrepublic,"Pha2-Legerova, Prague, Czech Republic",2704,50.072388,14.430673,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
pha2riegrovysadypragueczechrepublic,"Pha2-Riegrovy sady, Prague, Czech Republic",2706,50.081483,14.442692,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
pha4libuspragueczechrepublic,"Pha4-Libus, Prague, Czech Republic",2712,50.007304,14.445933,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
pha6suchdolpragueczechrepublic,"Pha6-Suchdol, Prague, Czech Republic",2714,50.126528,14.384639,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
pha8karlinpragueczechrepublic,"Pha8-Karlin, Prague, Czech Republic",2703,50.094238,14.442049,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
pha8kobylisypragueczechrepublic,"Pha8-Kobylisy, Prague, Czech Republic",2711,50.122189,14.467578,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
pha9vysocanypragueczechrepublic,"Pha9-Vysocany, Prague, Czech Republic",2709,50.111082,14.503096,Prague,CZ,waqi_search,2026-03-25T18:33:20.484389
piotrkwulkrakowskieprzedmiecie13poland,"Piotrków, ul. Krakowskie Przedmieście 13, Poland",6487,51.404406,19.696956,Krakow,PL,waqi_search,2026-03-25T18:33:09.482839
pireaus1greece,"Pireaus-1, Greece",12529,37.9432869,23.64751053,Athens,GR,waqi_search,2026-03-25T18:33:24.971499
pistadesillavalnciavalenciaspain,"Pista de Silla, València, Valencia, Spain",6637,39.456111109894,-0.37583332983165,Valencia,ES,waqi_search,2026-03-25T18:32:49.853867
plazadecastillamadridspain,"Plaza De Castilla, Madrid, Spain",3232,40.465833329675,-3.6883333302564,Madrid,ES,waqi_search,2026-03-25T18:32:45.435092
pleinwegrotterdam,"Pleinweg, Rotterdam",7942,51.89113,4.48066,Rotterdam,NL,waqi_search,2026-03-25T18:33:16.084971
pleinwegrotterdamzuid,"Pleinweg, Rotterdam Zuid",5292,51.89113,4.48066,Rotterdam,NL,waqi_search,2026-03-25T18:33:16.084971
plovdivkamenitsabulgaria,"Plovdiv - Kamenitsa, Bulgaria",10564,42.142889,24.765239,Plovdiv,BG,waqi_search,2026-03-25T18:33:35.962726
plovdivzhktrakiabulgaria,"Plovdiv - zh.k. Trakia, Bulgaria",10571,42.141186,24.787952,Plovdiv,BG,waqi_search,2026-03-25T18:33:35.962726
pnhhemkade,PNH Hemkade,5386,52.42023,4.83206,Amsterdam,NL,waqi_search,2026-03-25T18:33:13.905205
politcnicvalnciavalenciaspain,"Politècnic, València, Valencia, Spain",6640,39.480299999924,-0.33639999997433,Valencia,ES,waqi_search,2026-03-25T18:32:49.853867
portasanfeliceemiliaromagnaitaly,"Porta San Felice, Emilia Romagna, Italy",9403,44.500017,11.328501,Bologna,IT,waqi_search,2026-03-25T18:32:43.268426
porticiparcoreggiaporticicampaniaitaly,"Portici parco reggia, Portici, Campania, Italy",10920,40.81588,14.34927,Naples,IT,waqi_search,2026-03-25T18:32:41.048502
powaimumbaiindia,"Powai, Mumbai, India",12459,19.1375,72.915056,Mumbai,IN,waqi_search,2026-03-25T18:33:40.378746
priphriquefrance,"Périphérique, France",3842,43.57397376,1.449603885,Toulouse,FR,waqi_search,2026-03-25T18:32:32.183501
publicrelationsdepartmentbangkokthailand,"Public Relations Department, Bangkok, Thailand (กรมประชาสัมพันธ์)",1862,13.783185,100.540489,Bangkok,TH,waqi_search,2026-03-25T18:33:44.769409
quartdepobletvalenciaspain,"Quart de Poblet, Valencia, Spain",6644,39.481111110328,-0.44722221998349,Valencia,ES,waqi_search,2026-03-25T18:32:49.853867
rebaudengotorinopiemonteitaly,"Rebaudengo, Torino, Piemonte, Italy",9359,45.104332,7.6964231,Turin,IT,waqi_search,2026-03-25T18:32:38.891652
rkpuramdelhidelhiindia,"R.K. Puram, Delhi, Delhi, India",2556,28.5648,77.1744,Delhi,IN,waqi_search,2026-03-25T18:33:38.155216
romeaurorahillsvisitorcenternorthernvirginiausa,"rome; Aurora Hills Visitor Center, Northern Virginia, USA",5336,38.8577,-77.05922,Rome,IT,waqi_search,2026-03-25T18:32:34.375902
romegeorgiausa,"Rome, Georgia, USA",3911,34.26054,-85.32333,Rome,IT,waqi_search,2026-03-25T18:32:34.375902
romelomeusembassytogo,"rome; Lome US Embassy, Togo",14919,6.185167,1.214166,Rome,IT,waqi_search,2026-03-25T18:32:34.375902
rosevillensunriseaveplacercalifornia,"Roseville-N Sunrise Ave, Placer, California",300,38.74643,-121.26498,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
rotterdam,Rotterdam,5772,51.930833,4.479167,Rotterdam,NL,waqi_search,2026-03-25T18:33:16.084971
rubinotorinopiemonteitaly,"Rubino, Torino, Piemonte, Italy",9364,45.0402149,7.6227648,Turin,IT,waqi_search,2026-03-25T18:32:38.891652
saleistormanchestersalfordecclesunitedkingdom,"sale i stor-manchester; Salford Eccles, United Kingdom",3208,53.48481,-2.334139,Manchester,GB,waqi_search,2026-03-25T18:32:58.619153
sanchinarromadridspain,"Sanchinarro, Madrid, Spain",14157,40.494166660137,-3.6602777698353,Madrid,ES,waqi_search,2026-03-25T18:32:45.435092
sanlazzaroemiliaromagnaitaly,"San Lazzaro, Emilia Romagna, Italy",9406,44.467189,11.416601,Bologna,IT,waqi_search,2026-03-25T18:32:43.268426
santaclaritaplaceritalosangeles,"Santa Clarita-Placerita, Los Angeles",246,34.38337,-118.52839,Valencia,ES,waqi_search,2026-03-25T18:32:49.853867
santadridebesscatalunyaspain,"Sant Adrià de Besòs, Catalunya, Spain",6677,41.425600000198,2.2221999996334,Barcelona,ES,waqi_search,2026-03-25T18:32:47.672590
saronnosantuariolombardiaitaly,"Saronno Santuario, Lombardia, Italy",9119,45.626104,9.025004,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
schiedamsevestrotterdam,"Schiedamsevest, Rotterdam",4572,51.914233,4.479923,Rotterdam,NL,waqi_search,2026-03-25T18:33:16.084971
selimiyeturkey,"Selimiye, Turkey",8773,41.003818,29.026914,Istanbul,TR,waqi_search,2026-03-25T18:32:01.189315
seochoguseoulsouthkorea,"Seocho-gu, Seoul, South Korea (서초구 서울)",1681,37.504547,126.994611,Seoul,KR,waqi_search,2026-03-25T18:33:46.956739
seodaemunguseoulsouthkorea,"Seodaemun-gu, Seoul, South Korea (서대문구 서울)",1680,37.593749,126.949534,Seoul,KR,waqi_search,2026-03-25T18:33:46.957246
seoul,Seoul (서울),5508,37.566535,126.9779692,Seoul,KR,waqi_search,2026-03-25T18:33:46.956739
sestosangiovannilombardiaitaly,"Sesto San Giovanni , Lombardia, Italy",10044,45.53476819,9.23610903,Milan,IT,waqi_search,2026-03-25T18:32:36.641003
sevillealjarafemairenadelaljarafespain,"seville; Aljarafe, Mairena Del Aljarafe, Spain",8494,37.340750000325,-6.0424599996521,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
sevillebermejalessevillaspain,"seville; Bermejales, Sevilla, Spain",8495,37.347189999685,-5.9796299997109,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
sevilleprincipessevillaspain,"seville; Principes, Sevilla, Spain",8491,37.375249999914,-6.0055799998359,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
sevilleranillasevillaspain,"seville; Ranilla, Sevilla, Spain",14177,37.384250000217,-5.9596199998077,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
sevillesantaclarasevillaspain,"seville; Santa Clara, Sevilla, Spain",8493,37.398310000075,-5.9516500001816,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
sevilletorneosevillaspain,"seville; Torneo, Sevilla, Spain",8492,37.39451999983,-6.0031000001698,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
shadipurdelhidelhiindia,"Shadipur, Delhi, Delhi, India",8179,28.65155278,77.15804167,Delhi,IN,waqi_search,2026-03-25T18:33:38.155216
shuttlesworthalabamausa,"Shuttlesworth, Alabama, USA",8884,33.565278,-86.796389,Birmingham,GB,waqi_search,2026-03-25T18:33:00.822766
siddharthnagarworlimumbaiindia,"Siddharth Nagar-Worli, Mumbai, India",13706,19.000083,72.813993,Mumbai,IN,waqi_search,2026-03-25T18:33:40.378746
sihhiyeturkey,"Sıhhıye, Turkey",13910,39.92706513272927,32.86001400920846,Ankara,TR,waqi_search,2026-03-25T18:32:03.389275
silkboardbengaluruindia,"Silk Board, Bengaluru, India",11293,12.917348,77.622813,Bengaluru,IN,waqi_search,2026-03-25T18:33:42.568672
sinchonseoulsouthkorea,"Sinchon, Seoul, South Korea (신촌 서울)",4492,37.554936,126.937619,Seoul,KR,waqi_search,2026-03-25T18:33:46.957246
sionmumbaiindia,"Sion, Mumbai, India",12464,19.047,72.8746,Mumbai,IN,waqi_search,2026-03-25T18:33:40.378746
sitelerturkey,"Siteler, Turkey",12521,39.96458,32.90718,Ankara,TR,waqi_search,2026-03-25T18:32:03.389275
sodertljeturingegatansweden,"Södertälje Turingegatan, Sweden",7969,59.1981152683593,17.6210840050353,Turin,IT,waqi_search,2026-03-25T18:32:38.891652
southlanarkshirerutherglenunitedkingdom,"South Lanarkshire Rutherglen, United Kingdom",8052,55.828408,-4.218786,Glasgow,GB,waqi_search,2026-03-25T18:33:05.178675
stachusmunchengermany,"Stachus, München, Germany",6044,48.1390293,11.5655578,Munich,DE,waqi_search,2026-03-25T18:32:14.506121
stadhouderskadeamsterdam,"Stadhouderskade, Amsterdam",2675,52.358039,4.8997,Amsterdam,NL,waqi_search,2026-03-25T18:33:13.905205
stationmobilel2pacafrance,"Station Mobile - L2, PACA, France",9073,43.308489,5.425306,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
stationmobilemeyreuilpacafrance,"Station Mobile Meyreuil, PACA, France",10549,43.28778,5.400556,Marseille,FR,waqi_search,2026-03-25T18:32:27.518648
sternschanzehamburggermany,"Sternschanze, Hamburg, Germany",6125,53.564486,9.96834,Hamburg,DE,waqi_search,2026-03-25T18:32:16.664799
stpaulpaynephalenminnesotausa,"St. Paul Payne - Phalen, Minnesota, USA",7933,44.971539,-93.082984,Seville,ES,waqi_search,2026-03-25T18:32:52.058740
straurelvlaicuclujnapocaromania,"Str. Aurel Vlaicu, Cluj-Napoca, Romania",8591,46.7805322,23.6265208,Cluj-Napoca,RO,waqi_search,2026-03-25T18:33:31.553675
strdamboviteiclujnapocaromania,"Str. Dambovitei, Cluj-Napoca, Romania",7659,46.7817793,23.626916,Cluj-Napoca,RO,waqi_search,2026-03-25T18:33:31.553675
strdrumultabereidrumultabereiromania,"Str. Drumul Taberei, Drumul Taberei, Romania",7656,44.4258997,26.0544366,Bucharest,RO,waqi_search,2026-03-25T18:33:29.336360
stresemannstraehamburggermany,"Stresemannstraße, Hamburg, Germany",10836,53.560862,9.957387,Hamburg,DE,waqi_search,2026-03-25T18:32:16.664799
strlaculmoriilaculmoriiromania,"Str. Lacul Morii, Lacul Morii, Romania",7655,44.4556327,26.0251529,Bucharest,RO,waqi_search,2026-03-25T18:33:29.336360
strrotundatitanromania,"Str. Rotunda, Titan, Romania",8590,44.4185543,26.1615982,Bucharest,RO,waqi_search,2026-03-25T18:33:29.336360
sturlingashburnbroadrunhighschoolnorthernvirginiausa,"sturling; Ashburn - Broad Run High School, Northern Virginia, USA",5337,39.02473,-77.48925,Turin,IT,waqi_search,2026-03-25T18:32:38.891652
sturlingstirlingcraigsroundaboutunitedkingdom,"sturling; Stirling Craig's Roundabout, United Kingdom",6024,56.11472,-3.932178,Turin,IT,waqi_search,2026-03-25T18:32:38.891652
targwekwarszawamazowieckiepoland,"Targówek, Warszawa, Mazowieckie, Poland",3391,52.290915,21.042459,Warsaw,PL,waqi_search,2026-03-25T18:33:07.337653
thonburipowersubstationbangkokthailand,"Thonburi Power Sub-Station, Bangkok, Thailand (โรงไฟฟ้าย่อย ธนบุรี)",1859,13.727622,100.486568,Bangkok,TH,waqi_search,2026-03-25T18:33:44.769409
tostojawarszawamazowieckiepoland,"Tołstoja, Warszawa, Mazowieckie, Poland",9576,52.285141,20.933098,Warsaw,PL,waqi_search,2026-03-25T18:33:07.337653
toulouseberthelotfrance,"Toulouse Berthelot, France",3828,43.5873309,1.444026232,Toulouse,FR,waqi_search,2026-03-25T18:32:32.182503
toulousejacquierfrance,"Toulouse Jacquier, France",3836,43.57570439,1.418072093,Toulouse,FR,waqi_search,2026-03-25T18:32:32.183501
toulousemazadesfrance,"Toulouse Mazades, France",3827,43.62358041,1.438546479,Toulouse,FR,waqi_search,2026-03-25T18:32:32.182503
toulouseportdelembouchurefrance,"Toulouse Port De L Embouchure, France",12683,43.610386000053,1.4152000002637,Toulouse,FR,waqi_search,2026-03-25T18:32:32.182503
toulousertedalbifrance,"Toulouse-Rte D'Albi, France",3829,43.64305339,1.46765185,Toulouse,FR,waqi_search,2026-03-25T18:32:32.182503
trafforda56unitedkingdom,"Trafford A56, United Kingdom",9051,53.4424622,-2.31132399,Manchester,GB,waqi_search,2026-03-25T18:32:58.619153
traffordunitedkingdom,"Trafford, United Kingdom",9044,53.44853081,-2.32097439,Manchester,GB,waqi_search,2026-03-25T18:32:58.619153
trafikturkey,"Trafik, Turkey",13915,36.888724419047335,30.683573384124877,Antalya,TR,waqi_search,2026-03-25T18:32:09.995501
ulustrafikturkey,"Ulus Trafik, Turkey",13912,39.94008354805686,32.84989974854291,Ankara,TR,waqi_search,2026-03-25T18:32:03.389275
ursynwwarszawamazowieckiepoland,"Ursynów, Warszawa, Mazowieckie, Poland",3392,52.160838,21.033815,Warsaw,PL,waqi_search,2026-03-25T18:33:07.337653
valenciavalencesudfrance,"valencia; Valence Sud, France",3054,44.87030041894,4.876288924175,Valencia,ES,waqi_search,2026-03-25T18:32:49.853867
valenciavalenceurbaincentrefrance,"valencia; Valence Urbain Centre, France",3055,44.93357319309,4.893482678713,Valencia,ES,waqi_search,2026-03-25T18:32:49.853867
vandiemenstraatamsterdam,"Van Diemenstraat, Amsterdam",2676,52.389983,4.887811,Amsterdam,NL,waqi_search,2026-03-25T18:33:13.905205
vaulxenvelinestlyonnaisfrance,"Vaulx en Velin, Est Lyonnais , France",3026,45.778966990895,4.924923713657,Lyon,FR,waqi_search,2026-03-25T18:32:25.327764
veddelhamburggermany,"Veddel, Hamburg, Germany",6128,53.522906,10.021966,Hamburg,DE,waqi_search,2026-03-25T18:32:16.664799
viachiariniemiliaromagnaitaly,"Via Chiarini, Emilia Romagna, Italy",9402,44.500093,11.286065,Bologna,IT,waqi_search,2026-03-25T18:32:43.268426
vigerneslillestromnorway,"Vigernes, Lillestrom, Norway",12700,59.955477,11.073983,Lille,FR,waqi_search,2026-03-25T18:32:29.962098
villaadaromalazioitaly,"Villa ada, Roma, Lazio, Italy",9345,41.9328321,12.5012473,Rome,IT,waqi_search,2026-03-25T18:32:34.375902
vitrysurseineparis,"Vitry-sur-seine, Paris",3103,48.7759,2.37577,Paris,FR,waqi_search,2026-03-25T18:32:23.151014
vondelparkamsterdam,"Vondelpark, Amsterdam",2670,52.359714,4.866208,Amsterdam,NL,waqi_search,2026-03-25T18:33:13.905205
warszawaursuspuaskiegopiastwmazowieckiepoland,"warszawa-ursus; Pułaskiego, Piastów, Mazowieckie, Poland",8280,52.191789,20.837494,Warsaw,PL,waqi_search,2026-03-25T18:33:07.337653
weddingamrumerstrberlingermany,"Wedding-Amrumer Str., Berlin, Germany",10030,52.543041,13.349326,Berlin,DE,waqi_search,2026-03-25T18:32:12.272158
wroclawwrocawkorzeniowskiegopoland,"wroclaw; Wrocław - Korzeniowskiego, Poland",8128,51.129378,17.02925,Wroclaw,PL,waqi_search,2026-03-25T18:33:11.631898
wroclawwrocawwiniowapoland,"wroclaw; Wrocław - Wiśniowa, Poland",8129,51.086225,17.012689,Wroclaw,PL,waqi_search,2026-03-25T18:33:11.631898
zwartewaalstraatrotterdamzuid,"Zwartewaalstraat, Rotterdam Zuid",5284,51.89361,4.48759,Rotterdam,NL,waqi_search,2026-03-25T18:33:16.084971
